from_name,from_address,from_type,to_name,to_address,to_type,distance_m,time_min
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Archives Municipales – Musée du Mont de Piété et de la Condition des Soies,"6, rue Saluces, Avignon, 84000",Activité,12487,149
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Kouk – cantine de quartier,"1 rue henri fabre, Avignon, France",Restaurant,12534,150
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Tommy’s Diner,"311 chemin des Petits Rougiers, Avignon, France",Restaurant,11182,134
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,L’Emulsion,"1 rue de l'Hôpital, Avignon, France",Restaurant,9771,117
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Les Remparts d’Avignon,"Avignon, 84000",Activité,12768,153
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,L’aRoma,"43 rue de la république, Avignon, France",Restaurant,12508,150
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Chez Mamie,"41 – 43 rue Carnot, Avignon, France",Restaurant,12529,150
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Brigitte coffee shop,"3, Place Saint-Marc, Avignon, France",Restaurant,14202,170
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Restaurant de l’Hôtel La Ferme,"110 chemin des Bois, Avignon, France",Restaurant,13151,157
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Chapelle Saint-Louis,"Rue du Portail Boquier, Avignon, 84000",Activité,12531,150
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Le Bouzouki,"13 Chemin du Polygone, Avignon, France",Restaurant,15017,180
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Musée Pierre-de-Luxembourg,"3 rue de la République, Villeneuve-lez-Avignon, 30400",Activité,14400,172
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,La Table des Chartreux,"RD 6580, Avignon, France",Restaurant,18291,219
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Chapelle de l’Agache,"Place de l'église, Caumont-sur-Durance, 84510, Avignon, France",Activité,177,2
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Najeti Hôtel la Magnaneraie – Bar à Manger,"37 rue Camp de Bataille, Avignon, France",Restaurant,15016,180
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,L’Heure Bleue,"5 rue de la république, Avignon, France",Restaurant,12718,152
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Chez Ju,"9 rue de la République, Avignon, France",Restaurant,6284,75
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Hiély-Lucullus,"5, rue de la République, Avignon, France",Restaurant,12718,152
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,La Chartreuse – Centre national des écritures du spectacle,"58 rue de la République, Villeneuve-lez-Avignon, 30400",Activité,14356,172
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Les Terrasses du Lac – Restaurant du Golf du Grand Avignon,"Chemin de la Banastière, Avignon, France",Restaurant,9032,108
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,La Mirande – Le Bistrot “La Salle à Manger”,"4, place de l'Amirande, Avignon, France",Restaurant,12689,152
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Lili Rosa,"Centre Commercial Buld'Air, Avignon, France",Restaurant,10496,125
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,La Parenthèse d’Entraigues,"719 route de Carpentras, Avignon, France",Restaurant,11136,133
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Hôtel d’Adhémar de Cransac,"11 rue de Taulignan, Avignon, 84000",Activité,12652,151
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Eglise Saint-Ruf,"boulevard Gambetta, Avignon, 84000",Activité,12007,144
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Jardin Ceccano,"2 bis rue Laboureur, Avignon, 84000",Activité,12566,150
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Le Lapin Blanc,"101 Rue de la Bonneterie, Avignon, France",Restaurant,12202,146
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Collégiale Notre-Dame et son cloître,"Place Meissonnier, Villeneuve-lez-Avignon, 30400",Activité,14206,170
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,La Fourchette,"17 rue Racine, Avignon, France",Restaurant,12894,154
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Hôtel des Monnaies,"5 Place du Palais, 84000 Avignon, France",Activité,12809,153
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Roues à Aube des Teinturiers,"Rue des Teinturiers, Avignon, 84000",Activité,12053,144
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Musée Lapidaire,"27 rue de la République, Avignon, 84000",Activité,12580,150
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Kozy,"11 Rue de l'Hôpital, 30400 Villeneuve-lès-Avignon, France",Restaurant,14146,169
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Tour des Templiers,"Place de l'église, Entraigues-sur-la-Sorgue, 84320, Avignon, France",Activité,12387,148
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,0,0
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,12385,148
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Naturabsolu,"10 place Saint Marc, Avignon, France",Restaurant,14175,170
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Ô FONDUES by LE ROUGE GORGE,"10 bis, rue Peyrolerie, Avignon, France",Restaurant,12688,152
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Restaurant Pizzeria Bagatelle,"25, allée Antoine Pinay, Avignon, France",Restaurant,13405,160
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Italie là-bas,"23, Rue de la Bancasse, Avignon, France",Restaurant,12646,151
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Jardin de l’abbaye Saint-Ruf,"avenue Moulin de Notre-Dame, Avignon, 84000",Activité,11662,139
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Le Molière,"68, place des Corps Saints, Avignon, France",Restaurant,12391,148
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Eglise Notre-Dame du Bon Repos,"Montfavet, Avignon, 84000",Activité,7186,86
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Chez Olivier Bistrot,"5 place Jean Jaurès, Avignon, France",Restaurant,0,0
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Collection Lambert,"5 rue Violette, Avignon, 84000",Activité,12665,151
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Les 4’Saisons,"15 rue Laurent Bertrand, Avignon, France",Restaurant,12485,149
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,L’Epicerie de Ginette,"25-27, place des Corps Saints, Avignon, France",Restaurant,12378,148
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Eglise paroissiale Saint Symphorien,"Place de l'Église, Caumont-sur-Durance, 84510, Avignon, France",Activité,177,2
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Le 17 Place aux Vins Avignon • Bar à vin / Caviste,"74 Place des Corps Saints, Avignon, France",Restaurant,12384,148
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Le Coude à Coude,"37 rue de la Saraillerie, Avignon, France",Restaurant,12561,150
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,OISEAU,"5 Rue Cabassole, Avignon, France",Restaurant,10807,129
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Pinocchio,"29 rue Théodore Aubanel, Avignon, France",Restaurant,141,1
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,La Gare,"322 avenue de Saint Tronquet, Avignon, France",Restaurant,11207,134
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Eglise Saint Thomas,"Place de l'église, Vedène, 84270, Avignon, France",Activité,10035,120
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Grand Café Barretta / Restaurant et Bar à Vin,"14 Place Saint Didier, Avignon, France",Restaurant,12534,150
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Une Marguerite à Table,"18ter, Rue Pétramale, Avignon, France",Restaurant,12333,148
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Place des Corps Saints,"Place des Corps Saints, Avignon, 84000",Activité,12378,148
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Basta Cosi,"7, impasse du Pont, Avignon, France",Restaurant,14012,168
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Maison Jean Vilar,"8 rue de Mons, Avignon, 84000",Activité,12697,152
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,La Mirande – La Table Haute,"4 Place de l'Amirande, Avignon, France",Restaurant,12689,152
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Restaurant l’Entre-Deux – Hôtel Ibis Styles Avignon Sud,"2968, Avenue de l'Amandier, Avignon, France",Restaurant,8901,106
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Restaurant St Bénézet,"10 Chemin de la Barthelasse, 84000 Avignon, France",Restaurant,13428,161
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Le jardin du musée Calvet,"65 rue Joseph Vernet, Avignon, 84000",Activité,12823,153
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,IT Trattoria,"641 avenue de Saint-Tronquet, Avignon, France",Restaurant,11206,134
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Le Goût Pile,"62 place du Petit Pont, Avignon, France",Restaurant,10120,121
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,La Guinguette Velleronnaise,"276 rue du Jas, Avignon, France",Restaurant,535,6
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Casa Bronzini,"13 Place de l'Horloge, Avignon, France",Restaurant,12763,153
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Parc Champfleury,"Avenue du Blanchissage, Avignon, 84000",Activité,12610,151
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Jardin Verger Urbain V,"rue Vice-légat, Avignon, 84000",Activité,12641,151
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Synagogue d’Avignon,"2 place Jérusalem, Avignon, 84000",Activité,12522,150
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Le Mas Lindo,"51 avenue du Mont-Ventoux, Avignon, France",Restaurant,6666,79
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Le Petit Grand,"72, place des Corps Saints, Avignon, France",Restaurant,12386,148
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Acte 2,"3B rue de la Petite Calade, Avignon, France",Restaurant,12861,154
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Comptoir des Frangines,"130, Chemin du Pont Blanc, Avignon, France",Restaurant,10606,127
Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,Les Remparts de Caumont,"Rue de la Dévalade, Caumont-sur-Durance, 84510, Avignon, France",Activité,237,2
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,8643,103
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,238,2
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Museum Requien – Musée d’Histoire Naturelle,"67 rue Joseph Vernet, Avignon, 84000",Activité,427,5
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Restaurant La Bodeguita,"18 Boulevard Limbert, Avignon, France",Restaurant,754,9
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,La Mirande – Le Restaurant Gastronomique,"4 place de l'Amirande, Avignon, France",Restaurant,616,7
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Le Carré du Palais,"1 Place du Palais, Avignon, France",Restaurant,780,9
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Livrée Ceccano – Bibliothèque municipale,"2 bis rue Laboureur, Avignon, 84000",Activité,210,2
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Restaurant Pizzéria Le Pili,"34- 36  Place des Corps Saints, Avignon, France",Restaurant,43,0
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Restaurant Le Patio / Bar à vin – Novotel Avignon Centre,"20 boulevard Saint Roch, Avignon, France",Restaurant,480,5
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Ancienne comédie d’Avignon,"9 Place Crillon, 84000 Avignon, France",Activité,738,8
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,V&G Veggie et Gastro,"28 rue de la bonneterie, Avignon, France",Restaurant,361,4
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Restaurant La Vieille Fontaine – Hôtel d’Europe,"12, place Crillon, Avignon, France",Restaurant,738,8
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,La Guinguette du Vieux Moulin,"5, rue du Vieux Moulin, Avignon, France",Restaurant,1673,20
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Savita Café Restaurant,"62 Place des Corps Saints, 84000 Avignon, France",Restaurant,30,0
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Le CBR – Brasserie,"361 allée Louis Montagnat, Avignon, France",Restaurant,7545,90
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,L’Art Brock Café,"129 rue de la Frache, Avignon, France",Restaurant,17797,213
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Aubergine,"15 rue de la République, Avignon, France",Restaurant,390,4
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Les Gustaves – Mercure Avignon TGV,"2 Rue Mère Térésa, Avignon, France",Restaurant,2590,31
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Parc du Clos de la Murette,"Rue René Goscinny, 84000 Avignon, France",Activité,2481,29
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,L’Espace du Lavoir,"Place du Petit Pont, Vedène, 84270, Avignon, France",Activité,8816,105
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,La Petite Cuillère,"1 Square Dagmar Silhol, Avignon, France",Restaurant,2197,26
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Au Bistrot d’Entraigues,"76 rue Daniel Lavorini, Avignon, France",Restaurant,11598,139
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,L’Annexe,"69 avenue du General de Gaulle, Avignon, France",Restaurant,11451,137
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Le Violette – Collection Lambert,"5 rue Violette, Avignon, France",Restaurant,301,3
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Maison Bronzini – Le Bistrot du Moulin,"74 rue de la République, Avignon, France",Restaurant,2656,31
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Hôtel Madon de Châteaublanc,"13, rue Banasterie, Avignon, 84000",Activité,623,7
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Musée des Curiosités – Église des Célestins,"Place des Corps Saints, Avignon, 84000",Activité,43,0
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Bar à tapas et à vins Marion Nous,"1 Place des Carmes, Avignon, France",Restaurant,747,8
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Restaurant Bar le Casino,"29 place de la Poste, Avignon, France",Restaurant,17927,215
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Chez Papé et Mamé,"8 impasse du lavoir, Avignon, France",Restaurant,11526,138
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Estaminet Arômes et Tentations,"8, RUE MAZAN, Avignon, France",Restaurant,685,8
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Tour Philippe-le-Bel,"Montée de la Tour, Villeneuve-lez-Avignon, 30400",Activité,2035,24
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Abbaye Saint-Ruf,"avenue Moulin de Notre-Dame, Avignon, 84000",Activité,1103,13
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,La Margelle,"203 avenue de la Rétanque, Avignon, France",Restaurant,10113,121
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,La Salamandre,"13 Place Jean Jaurès, Avignon, France",Restaurant,12385,148
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Vivotto,"34, rue des Trois Faucons, Avignon, France",Restaurant,94,1
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Place du Palais,"Place du Palais, Avignon, 84000",Activité,757,9
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Best Western Plus Le Lavarin – Restaurant,"1715, chemin du Lavarin, Avignon, France",Restaurant,2445,29
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Clocher du couvent des Augustins,"20, rue Carreterie, Avignon, 84000",Activité,758,9
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Chapelle des Pénitents Noirs,"57 rue Banasterie, Avignon, 84000",Activité,939,11
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Restaurant Opéra café,"24 place de l'Horloge, Avignon, France",Restaurant,568,6
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Le Prieuré – Baumanière,"7 place du Chapitre, Avignon, France",Restaurant,2280,27
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,724,8
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,183,2
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,LES TERRASSES DU ROUGE GORGE,"10 bis, Place de l'Amirande, Avignon, France",Restaurant,618,7
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Brut Butcher,"641 avenue de Saint Tronquet, Avignon, France",Restaurant,6447,77
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,V&G Veggie et Gourmand,"24 Rue de la Bonneterie, Avignon, France",Restaurant,363,4
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Planet Rock,"229 rue Graham Bell, Avignon, France",Restaurant,6677,80
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,L’Annexe,"7 Place Saint-Marc, Avignon, France",Restaurant,2269,27
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Auberge de Cassagne & Spa,"450 allée de Cassagne, Avignon, France",Restaurant,5670,68
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Chapelle de l’Oratoire,"32 rue Joseph Vernet, Avignon, 84000",Activité,581,6
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Parc Municipal Bardi,"Avenue Pierre de Coubertin, Vedène, 84270, Avignon, France",Activité,8873,106
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Restaurant Le 26,"26, rue des Trois Faucons, Avignon, France",Restaurant,120,1
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,O’Gastos,"49 rue porte de Jonquerettes, Avignon, France",Restaurant,9926,119
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Chapelle des Pénitents Gris,"53 rue de la République, Villeneuve-lez-Avignon, 30400",Activité,2539,30
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Le Pavillon Bleu,"25, allée Antoine Pinay, Avignon, France",Restaurant,1142,13
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Restaurant / Cocktail Bar   Le Bercail,"162, Chemin des Canotiers, Avignon, France",Restaurant,1208,14
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Naka,"4, Place de la Principale, Avignon, France",Restaurant,379,4
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Jardin des Carmes,"Place des Carmes, Avignon, 84000",Activité,798,9
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Eglise Saint-Symphorien les Carmes,"Place des Carmes, Avignon, 84000",Activité,798,9
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Crêperie Le L,"3 place Saint-Marc, Avignon, France",Restaurant,2269,27
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Les Jardins du Palais des papes,"Palais des papes, Avignon, 84000",Activité,685,8
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Chapelle des Pénitents Blancs,"Place de l'Église, Caumont-sur-Durance, 84510, Avignon, France",Activité,12364,148
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Château de Fargues,"Avenue Pierre de Coubertin, Le Pontet, 84130, Avignon, France",Activité,4527,54
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Archives Municipales – Musée du Mont de Piété et de la Condition des Soies,"6, rue Saluces, Avignon, 84000",Activité,664,7
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Kouk – cantine de quartier,"1 rue henri fabre, Avignon, France",Restaurant,148,1
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Tommy’s Diner,"311 chemin des Petits Rougiers, Avignon, France",Restaurant,6372,76
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,L’Emulsion,"1 rue de l'Hôpital, Avignon, France",Restaurant,17779,213
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Les Remparts d’Avignon,"Avignon, 84000",Activité,544,6
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,L’aRoma,"43 rue de la république, Avignon, France",Restaurant,174,2
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Chez Mamie,"41 – 43 rue Carnot, Avignon, France",Restaurant,508,6
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Brigitte coffee shop,"3, Place Saint-Marc, Avignon, France",Restaurant,2269,27
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Restaurant de l’Hôtel La Ferme,"110 chemin des Bois, Avignon, France",Restaurant,3794,45
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Chapelle Saint-Louis,"Rue du Portail Boquier, Avignon, 84000",Activité,221,2
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Le Bouzouki,"13 Chemin du Polygone, Avignon, France",Restaurant,3555,42
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Musée Pierre-de-Luxembourg,"3 rue de la République, Villeneuve-lez-Avignon, 30400",Activité,2539,30
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,La Table des Chartreux,"RD 6580, Avignon, France",Restaurant,5945,71
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Chapelle de l’Agache,"Place de l'église, Caumont-sur-Durance, 84510, Avignon, France",Activité,12364,148
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Najeti Hôtel la Magnaneraie – Bar à Manger,"37 rue Camp de Bataille, Avignon, France",Restaurant,2927,35
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,L’Heure Bleue,"5 rue de la république, Avignon, France",Restaurant,455,5
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Chez Ju,"9 rue de la République, Avignon, France",Restaurant,7791,93
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Hiély-Lucullus,"5, rue de la République, Avignon, France",Restaurant,455,5
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,La Chartreuse – Centre national des écritures du spectacle,"58 rue de la République, Villeneuve-lez-Avignon, 30400",Activité,2575,30
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Les Terrasses du Lac – Restaurant du Golf du Grand Avignon,"Chemin de la Banastière, Avignon, France",Restaurant,7122,85
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,La Mirande – Le Bistrot “La Salle à Manger”,"4, place de l'Amirande, Avignon, France",Restaurant,616,7
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Lili Rosa,"Centre Commercial Buld'Air, Avignon, France",Restaurant,7620,91
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,La Parenthèse d’Entraigues,"719 route de Carpentras, Avignon, France",Restaurant,7857,94
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Hôtel d’Adhémar de Cransac,"11 rue de Taulignan, Avignon, 84000",Activité,611,7
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Eglise Saint-Ruf,"boulevard Gambetta, Avignon, 84000",Activité,944,11
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Jardin Ceccano,"2 bis rue Laboureur, Avignon, 84000",Activité,210,2
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Le Lapin Blanc,"101 Rue de la Bonneterie, Avignon, France",Restaurant,369,4
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Collégiale Notre-Dame et son cloître,"Place Meissonnier, Villeneuve-lez-Avignon, 30400",Activité,2250,27
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,La Fourchette,"17 rue Racine, Avignon, France",Restaurant,675,8
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Hôtel des Monnaies,"5 Place du Palais, 84000 Avignon, France",Activité,670,8
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Roues à Aube des Teinturiers,"Rue des Teinturiers, Avignon, 84000",Activité,423,5
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Musée Lapidaire,"27 rue de la République, Avignon, 84000",Activité,205,2
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Kozy,"11 Rue de l'Hôpital, 30400 Villeneuve-lès-Avignon, France",Restaurant,2149,25
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Tour des Templiers,"Place de l'église, Entraigues-sur-la-Sorgue, 84320, Avignon, France",Activité,11501,138
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,12385,148
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,0,0
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Naturabsolu,"10 place Saint Marc, Avignon, France",Restaurant,2238,26
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Ô FONDUES by LE ROUGE GORGE,"10 bis, rue Peyrolerie, Avignon, France",Restaurant,590,7
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Restaurant Pizzeria Bagatelle,"25, allée Antoine Pinay, Avignon, France",Restaurant,1142,13
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Italie là-bas,"23, Rue de la Bancasse, Avignon, France",Restaurant,359,4
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Jardin de l’abbaye Saint-Ruf,"avenue Moulin de Notre-Dame, Avignon, 84000",Activité,1103,13
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Le Molière,"68, place des Corps Saints, Avignon, France",Restaurant,49,0
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Eglise Notre-Dame du Bon Repos,"Montfavet, Avignon, 84000",Activité,5475,65
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Chez Olivier Bistrot,"5 place Jean Jaurès, Avignon, France",Restaurant,12385,148
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Collection Lambert,"5 rue Violette, Avignon, 84000",Activité,301,3
L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,Les 4’Saisons,"15 rue Laurent Bertrand, Avignon, France",Restaurant,11705,140
